concreteness	aoa	frequency	word
3.76	17.0	0.301	retinoblastoma
3.0			retinoid
3.67			retinol
2.55	15.27	0.301	retinopathy
2.57			retinue
		0.301	retinues
3.11	10.5	2.699	retire
3.36		2.7896	retired
3.93	11.63	0.6021	retiree
		0.6021	retirees
3.03	9.11	2.6355	retirement
		0.301	retirements
		1.3802	retires
2.2		2.0828	retiring
1.61			retiringly
2.57		0.6990000000000001	retold
2.31		0.6990000000000001	retook
2.81	12.17	0.7782	retool
		0.6021	retooled
		0.6990000000000001	retooling
		0.301	retore
2.75	11.5	1.1461	retort
2.5		0.301	retorted
		0.4771	retorts
3.17			retouch
		0.6021	retouched
		0.6021	retoucher
2.67		0.6990000000000001	retouching
1.81			retour
2.82	7.6	1.5563	retrace
2.46			retraceable
		0.6021	retraced
2.05			retracement
		0.4771	retraces
		0.4771	retracing
		0.301	retrack
2.42	12.17	1.8751	retract
3.1	13.2	1.0	retractable
2.37		1.1761	retracted
2.95			retractile
		0.9542	retracting
3.03	12.75	1.716	retraction
		0.4771	retractions
		0.6021	retractive
3.21	13.11	1.6902	retractor
		0.8451	retractors
		0.4771	retracts
2.13	10.33	0.7782	retrain
		0.6021	retrained
2.56	11.72	0.6990000000000001	retraining
2.36			retransfer
1.81			retransform
2.22			retransformation
2.14			retranslate
2.38			retranslation
2.62			retransmission
2.89	12.29	0.301	retransmit
2.85	13.53	0.7782	retread
		0.4771	retreaded
		0.6021	retreads
3.03	10.53	2.6857	retreat
		1.716	retreated
2.85			retreater
2.15		1.6902	retreating
2.5			retreatment
		1.301	retreats
2.81	15.0	0.301	retrench
2.12	13.77	0.301	retrenchment
2.78	13.06	1.3424	retrial
2.0	13.17	1.9345	retribution
		0.301	retributions
1.62	14.06	0.301	retributive
1.86			retributively
		0.301	retried
2.55	9.89	0.4771	retrievable
1.96			retrievably
3.11	10.33	1.7634	retrieval
3.32	7.61	2.3243	retrieve
		1.6335	retrieved
		0.301	retrievement
4.15	8.74	1.5911	retriever
		0.8451	retrievers
		0.8451	retrieves
		1.3979	retrieving
2.21	11.9	1.8808	retro
1.57			retroact
2.17			retroaction
1.79	13.11	1.3222	retroactive
1.58		0.8451	retroactively
2.4			retroactivity
		0.4771	retrocecal
1.65	14.0	0.301	retrocede
2.06			retrocession
2.29	12.88	1.0	retrofit
		0.6990000000000001	retrofitted
		0.6990000000000001	retrofitting
1.86			retroflection
2.4			retroflex
2.39			retroflexed
2.15	13.42	1.2553	retrograde
1.75			retrogress
		0.4771	retrogressing
1.7	15.31	0.301	retrogression
2.12	13.86	0.301	retrogressive
1.47			retrogressively
2.25	15.86	0.6021	retroperitoneal
3.45			retropharyngeal
	13.44	0.301	retrorocket
		0.4771	retrorockets
		0.7782	retros
1.75	14.63	1.5682	retrospect
1.89			retrospection
1.72	13.56	1.2041	retrospective
1.53			retrospectively
1.88			retroversion
2.6	15.0	0.4771	retrovirus
		0.4771	retroviruses
2.38	8.0	0.7782	retry
		0.301	retrying
2.33			retsina
2.3			retted
		0.301	rettery
3.0			retting
2.65	10.71	0.4771	retune
		0.4771	retunes
2.97	5.61	3.67	return
4.47			return ticket
2.15	10.06	0.7782	returnable
2.27		3.1017	returned
3.24	10.75	0.301	returnee
		0.6021	returnees
2.77	9.05	0.301	returner
		2.7716	returning
		2.6513	returns
2.68			retweet
2.76		0.301	retying
3.45	9.56	0.4771	retype
		0.301	retyped
4.05	14.42	1.7853	reuben
1.93	13.94	1.1461	reunification
		0.4771	reunified
2.04	13.12	0.301	reunify
3.22	10.05	2.6542	reunion
		1.5315	reunions
2.86	9.44	1.5682	reunite
		1.9638	reunited
		0.4771	reunites
		1.1761	reuniting
3.43	13.94	0.4771	reupholster
		0.301	reupholstered
		0.7782	reupholstering
		0.301	reupholstery
2.34	6.89	0.301	reusable
3.83	7.17	0.8451	reuse
		0.6990000000000001	reused
		0.7782	reusing
2.0			reutilization
2.0			reutilize
2.72	10.67	2.3181	rev
2.76			revaccinate
3.69			revaccination
1.92			revalidate
1.77			revalidation
1.9			revalorization
1.0			revalorize
2.18			revaluate
2.16			revaluation
1.7	12.22	0.301	revalue
2.46	13.06	0.6990000000000001	revamp
		0.6021	revamped
		0.4771	revamping
		0.301	revamps
		0.301	revarnished
		1.0792	reve
2.79	9.47	2.6785	reveal
2.79		2.4757	revealed
2.58	10.82	0.301	revealer
2.74		2.1335	revealing
1.92			revealingly
		2.0	reveals
2.59	13.4	1.6021	reveille
1.69	12.0	1.6232	revel
2.21	9.95	2.1492	revelation
		1.7324	revelations
2.81			revelator
1.55			revelatory
		0.301	reveled
3.28			reveler
		0.6990000000000001	revelers
		1.0792	reveling
		0.301	revelled
		0.6021	revellers
		0.4771	revelling
		0.301	revelries
2.23	12.67	1.0	revelry
		1.2553	revels
2.24			revenant
		0.4771	revenants
1.54	8.0	2.9877	revenge
		0.8451	revenged
2.24	10.26	0.6021	revengeful
2.2			revengefully
1.74			revengefulness
		0.6021	revenger
3.11	11.74	2.0899	revenue
2.71			revenuer
		0.4771	revenuers
		1.3979	revenues
2.68	13.93	0.9542	reverb
2.27	13.62	0.301	reverberant
2.71	12.78	0.4771	reverberate
		0.301	reverberated
		0.6021	reverberates
3.04	13.56	0.9031	reverberating
2.68	14.82	0.6990000000000001	reverberation
		0.4771	reverberations
		0.301	reverberatory
1.7	10.47	1.7634	revere
1.78		1.6232	revered
1.7	13.06	1.8388	reverence
		0.6021	reverenced
4.14	12.11	2.9841	reverend
		0.6990000000000001	reverends
1.5	11.5	1.0792	reverent
1.78			reverential
1.85		0.301	reverentially
1.68		0.9542	reverently
		0.6990000000000001	reveres
1.91	13.78	0.9031	reverie
		0.4771	reveries
		0.301	reverify
2.63	8.11	1.7634	reversal
		0.6990000000000001	reversals
3.38	6.89	2.7489999999999997	reverse
4.37			reverse gear
2.62		2.1399	reversed
2.0		0.301	reversely
3.08			reverser
		1.2553	reverses
1.83			reversibility
3.14	8.84	1.2041	reversible
2.23			reversibly
2.93		1.4472	reversing
1.87	14.19	0.6990000000000001	reversion
1.82			reversionary
		0.301	reverso
2.0	13.11	1.5563	revert
		1.0414	reverted
2.04			revertible
		0.7782	reverting
		0.8451	reverts
1.38			revetment
2.81	8.84	2.8785	review
1.67			reviewability
2.04			reviewable
		2.1271	reviewed
3.67	9.68	1.4314	reviewer
		0.7782	reviewers
		2.017	reviewing
		2.1818	reviews
2.35	12.59	0.9031	revile
		1.0	reviled
1.55			revilement
2.52			reviler
		0.6021	reviles
2.1			reviling
2.76			revisable
1.84			revisal
2.33	11.67	1.6532	revise
2.15	10.31	1.8062	revised
2.43			reviser
		0.301	revises
		1.1761	revising
2.74	10.33	1.4771	revision
1.78			revisionary
2.04			revisionism
2.04	16.53	1.1461	revisionist
		0.301	revisionists
		1.301	revisions
2.56	10.0	1.6435	revisit
		0.9542	revisited
		1.0	revisiting
1.86			revisualization
		0.301	revitalisation
		0.4771	revitalise
2.19			revitalization
2.29	12.42	1.1461	revitalize
		0.301	revitalized
		0.9031	revitalizing
1.74			revivable
2.79	10.17	1.7853	revival
1.5			revivalism
2.81			revivalist
		0.7782	revivals
3.13	10.47	1.9777	revive
		1.5051	revived
3.33	11.28	0.301	reviver
		0.7782	revives
1.52			revivification
		0.301	revivified
1.9			revivify
2.68		1.2304	reviving
1.42			reviviscence
1.39			revocability
1.96	13.21	0.6021	revocable
2.08	14.69	0.4771	revocation
		0.301	revoices
		2.2553	revoir
2.85	12.1	1.5798	revoke
		1.8062	revoked
		1.0414	revoking
3.03	10.67	1.9031	revolt
		1.0414	revolted
2.57	9.74	1.9956	revolting
1.5		0.301	revoltingly
		0.7782	revolts
2.47			revolute
2.87	10.0	2.7993	revolution
		1.5563	revolutionaries
1.72			revolutionarily
2.26	10.28	2.3522	revolutionary
		0.8451	revolutionise
		0.4771	revolutionised
3.16			revolutionist
		0.6990000000000001	revolutionists
1.85	11.85	1.3979	revolutionize
		1.0792	revolutionized
		0.6021	revolutionizing
		1.4914	revolutions
3.44	8.28	1.5563	revolve
		1.0	revolved
4.69	9.26	2.1523	revolver
		1.1461	revolvers
		1.5051	revolves
3.54	11.0	1.716	revolving
4.69			revolving door
2.33	13.5	0.4771	revote
		1.5315	revs
3.21	13.71	1.5798	revue
		0.4771	revues
2.04	12.41	1.1139	revulsion
2.14			revulsive
		1.1139	revved
		1.6021	revving
		0.4771	rew
3.41	6.89	2.9638	reward
		2.1790000000000003	rewarded
2.03	8.11	1.9345	rewarding
2.14			rewardingly
		2.0212	rewards
		0.301	rewarm
		0.6990000000000001	rewarming
3.41	6.05	0.301	rewash
		0.4771	rewashes
		0.4771	rewashing
3.28			reweave
		0.301	reweaving
		0.301	rewed
2.27	9.89	0.301	reweigh
2.63			reweight
		0.301	rewelcome
3.6			rewet
3.36	7.79	1.9542	rewind
		1.1139	rewinding
		0.4771	rewinds
		0.6021	rewing
3.41	9.56	1.3979	rewire
		1.0	rewired
		1.2553	rewiring
3.0	10.72	0.301	reword
		0.301	reworded
2.48	9.8	0.9542	rework
2.22		1.0414	reworked
		0.7782	reworking
2.85		0.6990000000000001	rewound
2.8			rewove
2.7			rewoven
3.43	9.16	0.301	rewrap
		0.301	rewrapped
		0.301	rewrapping
3.55	9.78	2.1492	rewrite
3.19	12.47	0.301	rewriter
		1.3802	rewrites
		1.6232	rewriting
		1.3617	rewritten
		1.6232	rewrote
		2.6656	rex
		0.4771	rexes
		1.415	reykjavik
		0.8451	reynard
		0.301	reynards
		0.6021	rezoned
		0.301	rezoning
		1.2041	rf
		0.301	rfb
		0.4771	rg
		1.301	rh
1.74			rhapsodic
1.88		0.301	rhapsodically
3.06			rhapsodist
1.87			rhapsodize
2.83	12.95	1.4472	rhapsody
		0.6021	rhd
2.82		0.4771	rhea
		0.301	rhein
		0.6021	rheingold
		0.4771	rhenish
4.0			rhenium
3.06			rheostat
		0.301	rheostats
3.05	15.75	1.0	rhesus
1.5	13.69	1.3424	rhetoric
1.5	14.25	1.699	rhetorical
1.69		0.9031	rhetorically
2.83			rhetorician
2.56	17.38	0.6990000000000001	rheum
2.23	14.41	0.9542	rheumatic
3.35	13.57	1.5563	rheumatism
2.91	14.3	0.9031	rheumatoid
2.14	15.11	0.301	rheumatology
3.08			rheumy
		1.5441	rhine
4.82	11.06	1.5185	rhinestone
		1.4624	rhinestones
2.67	18.07	0.4771	rhinitis
4.9	5.89	2.0294	rhino
4.75	6.0	1.5911	rhinoceros
		0.301	rhinoceroses
		0.9031	rhinoplasty
		1.1461	rhinos
		0.301	rhinosporidiosis
3.14			rhinovirus
4.07			rhizoid
3.25			rhizoidal
2.58			rhizomatous
4.2	13.47	0.8451	rhizome
		0.6021	rhizopus
3.27	15.45	0.9031	rho
		0.301	rhodamine
		2.238	rhodes
		1.3222	rhodesia
4.13	14.7	0.4771	rhodium
4.29	11.53	0.6021	rhododendron
		0.4771	rhododendrons
2.12			rhodopsin
2.18			rhomb
2.72			rhombic
3.0			rhombohedra
3.84	12.67	0.6990000000000001	rhomboid
3.67			rhomboidal
3.95	10.88	0.6021	rhombus
		0.6021	rhonchi
2.6			rhonchus
4.86	10.53	1.7482	rhubarb
		0.6990000000000001	rhumba
		0.301	rhus
3.29	5.47	2.3541	rhyme
		1.2041	rhymed
		0.4771	rhymer
		2.1818	rhymes
2.9	14.25	0.301	rhymester
		1.6335	rhyming
3.07	7.16	2.7459	rhythm
3.1	10.65	1.7243	rhythmic
2.74	12.06	0.6021	rhythmical
2.41		1.1139	rhythmically
		1.6812	rhythms
		0.301	ria
		0.301	rial
		1.3979	rialto
1.6			riant
4.9	6.3	2.48	rib
4.97			rib cage
1.67	11.38	0.9542	ribald
1.85	15.0	0.301	ribaldry
3.75	13.0		riband
3.83			ribband
3.59	11.44	1.2788	ribbed
		0.301	ribbet
3.39		1.0414	ribbing
		0.301	ribbings
		1.5911	ribble
4.89	5.25	2.4133	ribbon
4.5			ribbonfish
		2.1761	ribbons
		0.8451	ribby
4.96	8.56		ribcage
3.54	14.37	0.8451	riboflavin
3.08			ribonuclease
3.71	12.71	0.301	ribonucleic
1.67			ribose
3.83			ribosome
		2.6304	ribs
4.29			ribwort
4.86	3.72	2.8865	rice
4.82			rice paper
4.89			rice pudding
3.93			ricebird
4.13			ricer
		0.4771	ricers
		0.301	ricey
2.79	6.32	3.6129	rich
		3.5759	richard
		2.248	richardson
		1.0792	riche
2.07			richen
		2.2989	richer
3.52	8.33	2.233	riches
		2.316	richest
		0.6990000000000001	richfield
2.35		1.4314	richly
		2.3404	richmond
2.04	9.28	1.2041	richness
		1.8129	richter
3.9			richweed
		1.2041	ricin
		0.4771	ricinus
3.47	7.8	3.1261	rick
		0.6990000000000001	ricket
4.23	11.69	1.3222	rickets
2.77	10.67	1.3424	rickety
		1.5315	rickey
		0.301	rickeys
3.53			rickrack
		1.0414	ricks
		0.301	ricksha
4.62	11.94	1.4914	rickshaw
		0.7782	rickshaws
3.29	10.5	1.3979	ricochet
		0.9542	ricocheted
		0.4771	ricocheting
		0.7782	ricochets
4.86	12.67	1.1461	ricotta
2.13	6.79	3.4847	rid
		0.4771	ridable
1.82	12.72	1.9494	riddance
		0.301	ridded
2.52		2.0414	ridden
		0.301	ridders
2.69		1.2304	ridding
2.5	7.17	2.3655	riddle
		1.699	riddled
		0.9542	riddler
		1.9731	riddles
2.21		0.7782	riddling
3.75	4.67	3.8392	ride
3.52			ride away
		0.6021	rideable
4.07	6.37	2.5955	rider
		0.6990000000000001	riderless
		2.2014	riders
		2.5647	rides
4.48	8.84	2.5587	ridge
3.52		0.4771	ridged
4.14	14.0	0.7782	ridgepole
		1.5682	ridges
		1.2304	ridgeway
3.5		0.301	ridging
		0.4771	ridgy
2.07	11.85	2.0043	ridicule
		1.6021	ridiculed
3.62			ridiculer
		0.6990000000000001	ridicules
		0.7782	ridiculing
1.79	7.0	3.4529	ridiculous
1.6		1.6721	ridiculously
2.0	9.15	0.4771	ridiculousness
4.14		3.213	riding
		0.301	ridings
		1.9868	ridley
		0.6021	rids
		1.1761	rie
1.17	15.67		riel
		0.4771	ries
		0.6021	riesling
2.65	12.83	1.4314	rife
3.28	9.84	1.7634	riff
		0.301	riffing
3.2	9.15	0.8451	riffle
2.66	8.26	1.7243	riffraff
		0.301	riffraffs
		1.0414	riffs
4.85	7.85	2.8716	rifle
		0.8451	rifled
4.67	9.67	1.4472	rifleman
		1.0414	riflemen
		0.301	riflery
		2.4183	rifles
4.5			riflescope
		0.4771	rifleshot
3.03		1.301	rifling
3.4	12.0	1.7482	rift
		0.301	rifted
		0.301	rifting
		0.6990000000000001	rifts
4.0	8.95	2.6444	rig
		1.2304	riga
		0.6990000000000001	rigamarole
4.79	8.93	1.2041	rigatoni
		0.9542	rigel
		2.29	rigged
3.84	12.71	1.0	rigger
4.1		1.7482	rigging
3.47	4.35	5.3105	right
2.32			right away
2.55			right wing
		0.8451	righted
		0.4771	righten
1.43	10.21	2.3032	righteous
1.81		1.0414	righteously
1.67	9.94	1.9542	righteousness
2.07		0.6990000000000001	righter
		0.301	rightest
1.6	9.32	2.0792	rightful
1.43		1.9345	rightfully
1.85			rightfulness
		0.6021	righthand
		0.4771	righties
		1.0792	righting
2.32	14.43	0.301	rightist
		0.4771	rightists
1.93		1.9294	rightly
3.04			rightmost
2.19	10.0	1.0	rightness
		1.5682	righto
		3.1793	rights
2.45	11.41	0.301	rightward
2.39			rightwards
2.11			rightwing
2.92	7.75	2.233	righty
3.46	9.16	1.9823	rigid
2.19			rigidify
		0.301	rigidities
2.38	11.47	1.0792	rigidity
2.4		0.9542	rigidly
3.0			rigidness
2.85	15.2	0.8451	rigmarole
3.36	11.11	1.6532	rigor
2.64			rigorist
2.57	11.6	1.6435	rigorous
2.14		1.0414	rigorously
1.89	14.15	0.301	rigorousness
		1.1139	rigors
		0.8451	rigour
		0.301	rigours
		1.4472	rigs
		0.301	rigueur
1.96	10.95	1.2553	rile
		1.8751	riled
		0.7782	riles
1.86		2.4594	riley
		0.6021	riling
3.86	15.75	0.8451	rill
		0.301	rille
		0.8451	rillow
		0.301	rills
4.62	8.05	2.1004	rim
		0.7782	rima
3.07		0.8451	rime
		0.6990000000000001	rimes
2.8	11.36	0.301	rimless
3.08			rimmed
		0.4771	rimmer
		0.301	rimming
		0.301	rimption
		0.301	rimrock
		1.6021	rims
2.17	10.25	0.301	rimy
		1.7559	rin
		1.1461	rincon
4.48	8.95	1.1761	rind
		1.415	rinds
		0.6021	rine
4.81	4.53	3.675	ring
4.86			ring finger
4.24			ringbolt
3.31			ringbone
3.58			ringdove
		0.301	ringe
3.7		0.9542	ringed
3.46	8.8	1.9345	ringer
		1.4472	ringers
3.0			ringgit
3.86		2.9542	ringing
		0.6990000000000001	ringle
3.47	9.74	1.4472	ringleader
		0.6021	ringleaders
		0.301	ringless
4.44			ringlet
		0.6021	ringlets
4.32	7.53	1.3222	ringmaster
		3.1833	rings
3.72	9.88	1.6812	ringside
3.71			ringsider
3.77	10.69	0.6021	ringtail
		0.301	ringtailed
		0.4771	ringtails
4.67	13.78	0.6990000000000001	ringtone
		0.4771	ringtones
4.5	10.28	0.7782	ringworm
		0.301	ringy
4.56	8.69	2.0414	rink
		0.6021	rinker
		0.301	rinks
4.1	4.95	2.0828	rinse
4.31			rinse off
		1.0	rinsed
		0.4771	rinses
4.17		0.6021	rinsing
		2.5441	rio
4.45	9.95	2.5211	riot
		0.8451	rioted
4.04			rioter
		1.2041	rioters
3.79	10.16	1.4314	rioting
2.59	12.53	0.9542	riotous
1.91			riotously
2.04			riotousness
		2.0864	riots
3.79	6.11	3.0124	rip
2.26			rip off
3.0			rip out
		0.6990000000000001	ripa
2.33			riparian
4.7	10.84	0.4771	ripcord
3.3	7.11	2.3304	ripe
		0.7782	riped
3.31	7.22	1.1761	ripen
		0.7782	ripened
3.33	12.11	0.4771	ripeness
3.11		0.8451	ripening
		0.6990000000000001	ripens
2.69		0.6021	riper
		0.4771	ripest
		0.301	riping
		0.7782	ripoff
		0.301	ripoffs
		0.301	ripost
1.93	15.6	0.8451	riposte
		2.9881	ripped
3.08	8.29	2.1072	ripper
		1.2304	rippers
3.78		2.3118	ripping
3.85	8.47	1.8921	ripple
		0.6990000000000001	rippled
		1.6628	ripples
3.76	6.58	1.4914	rippling
3.25			riprap
		1.8451	rips
4.58	13.08		ripsaw
1.93			ripsnorter
4.17	10.39	0.9031	riptide
		0.301	riptides
4.04	6.72	3.1461	rise
3.14			rise up
2.83		1.9031	risen
4.03	10.56	1.2788	riser
		1.0414	risers
		2.3139	rises
2.33			risibility
2.0			risible
1.61			risibly
3.53		2.6335	rising
4.21			rising tide
1.63	7.58	3.3983	risk
3.07			risk taker
		2.2923	risked
		0.9542	riskier
		0.4771	riskiest
2.11			riskily
1.67			riskiness
		2.316	risking
1.68			riskless
		2.5224	risks
1.31	8.16	2.5955	risky
		0.301	risorius
4.36	16.0	1.6435	risotto
		0.301	risqu
		0.9031	risque
2.18	14.86	0.301	rissole
		0.301	rissoles
		0.301	rissom
		0.4771	risus
		0.8451	rit
		3.0269	rita
4.69			ritalin
2.54	10.42	1.8751	rite
		1.9823	rites
2.38			ritornelle
1.33			ritornello
		1.4914	ritter
2.6	11.74	2.6599	ritual
2.31			ritualism
1.86	12.89	1.4472	ritualistic
2.03		0.301	ritualistically
2.0			rituality
2.14	13.17	0.301	ritualize
1.86	11.44	1.0414	ritualized
2.21		0.4771	ritually
		2.1271	rituals
		1.0414	ritus
		2.1303	ritz
		0.301	ritzes
		0.301	ritziest
2.46	10.28	1.301	ritzy
		1.0414	riv
		0.301	riva
		0.6990000000000001	rivage
3.03	10.0	2.2878	rival
		0.6021	rivaled
		0.7782	rivaling
		0.301	rivalled
		0.7782	rivalries
2.14	10.86	1.7404	rivalry
		1.7993	rivals
2.3	10.71	0.6021	rive
		0.301	rived
	14.25	0.301	riven
4.89	4.9	3.4518	river
4.68	6.44	1.5441	riverbank
		0.7782	riverbanks
4.69	9.59	1.3617	riverbed
		0.301	riverbeds
4.9	7.9	1.3222	riverboat
		0.301	riverboats
4.41	9.47	1.0414	riverfront
3.89			riverhead
2.91			riverine
		2.4346	rivers
3.86		1.9542	riverside
2.58			riverward
3.44			riverwards
4.38			riverweed
		0.301	rives
4.5	12.83	1.2553	rivet
		1.301	riveted
4.17	11.21	0.6021	riveter
1.85	13.32	1.3802	riveting
		1.3222	rivets
		2.0128	riviera
		0.301	rivieras
		0.4771	riviere
1.92		0.301	riving
3.06	12.0	0.4771	rivulet
		0.4771	rivulets
		0.4771	rix
2.5	17.25		riyal
		0.301	riyals
		0.301	rld
		0.301	rly
		0.6021	rm
		1.2788	rn
		1.9912	ro
4.96	7.15	2.1335	roach
		2.0128	roaches
4.75	4.55	3.7566	road
4.92			road atlas
4.27			road construction
3.17			road game
4.76			road map
3.0			road rage
4.26			road show
4.86			road sign
3.88			road test
4.23	11.62	0.4771	roadbed
4.71	9.28	2.0086	roadblock
		1.8261	roadblocks
2.61			roader
4.37	14.12	1.5911	roadhouse
3.52	12.88	1.3222	roadie
		1.0	roadies
		1.3617	roadkill
4.0			roadman
4.82			roadmap
		0.6990000000000001	roadmaster
4.64	7.32	1.3424	roadrunner
		0.6990000000000001	roadrunners
		2.6656	roads
3.89		0.6990000000000001	roadshow
4.22	8.26	1.7243	roadside
		0.301	roadsides
2.93	13.8	0.4771	roadstead
		0.301	roadsteads
4.35	12.07	1.2788	roadster
		0.301	roadsters
4.85	9.83		roadsweeper
4.67	6.89	1.0792	roadway
		0.7782	roadways
3.89	7.56	1.0414	roadwork
4.54			roadworks
2.12			roadworthiness
2.33			roadworthy
2.85	8.58	2.2405	roam
		1.3979	roamed
2.96		0.301	roamer
2.68		1.9031	roaming
		1.3617	roams
2.73	13.0	1.1461	roan
		0.9542	roanoke
3.81	4.79	2.3139	roar
		1.2553	roared
		0.301	roarer
3.5		2.1959	roaring
		0.4771	roaringly
		0.301	roarings
		1.9294	roars
4.4	8.5	2.699	roast
4.97			roast beef
4.89			roast pork
3.67	7.11	1.9395	roasted
4.19	9.48	0.6021	roaster
3.71		1.6021	roasting
		1.1461	roasts
3.48	7.28	3.0752	rob
		2.8938	robbed
4.31	5.74	2.3802	robber
		2.1931	robberies
		2.3655	robbers
3.93	7.43	3.0704	robbery
		1.4771	robbin
3.73		2.5211	robbing
		2.1106	robbins
5.0	6.38	2.6375	robe
		0.7782	robed
		0.301	rober
		3.5083	robert
		2.7364	roberts
		2.0719	robes
4.61	6.69	3.1048	robin
		0.301	robing
		1.301	robins
		2.5866	robinson
		1.0	robles
4.65	5.35	2.7938	robot
3.33	10.61	1.5441	robotic
3.65	10.3	1.4771	robotics
2.75			robotize
		2.3636	robots
		1.6721	robs
2.64	13.16	1.5682	robust
2.31		0.301	robustly
2.45			robustness
3.2		1.2041	roc
		1.2788	roche
		2.2553	rochelle
		1.5315	rochester
		0.6021	rochet
4.91	3.22	3.6430000000000002	rock
4.58			rock band
4.69			rock concert
4.7			rock garden
4.5			rock group
4.0			rock music
4.4			rock star
		0.7782	rockabilly
		0.6990000000000001	rockabye
2.59		1.1139	rockaway
4.64			rockband
		2.1614	rocked
4.31	7.06	1.8129	rocker
		1.3617	rockers
2.2			rockery
4.73	5.63	2.7818	rocket
4.72			rocket launcher
		0.8451	rocketed
		0.4771	rocketeer
		0.9031	rocketing
3.62	13.93	0.301	rocketry
		2.3181	rockets
		0.301	rockety
		0.301	rockfall
		0.301	rockfalls
4.69			rockfish
		0.301	rockier
		1.6232	rockies
3.39			rockiness
3.37		2.3502	rocking
4.93			rocking chair
4.91			rocking horse
4.92	5.78		rockingchair
3.46			rocklike
		0.301	rockling
		0.6990000000000001	rockman
4.31			rockrose
		3.0674	rocks
3.81			rockshaft
4.46	9.72	0.8451	rockslide
4.27			rockstar
4.17			rockweed
3.68			rockwork
4.17		2.9074	rocky
3.0	15.0	0.6021	rococo
4.43	7.42	2.7388	rod
		0.301	rodder
		0.301	rodders
3.72		2.7251	rode
4.7	6.95	1.9685	rodent
		0.301	rodential
		1.716	rodents
4.81	8.33	2.4533	rodeo
		1.0792	rodeos
		0.6021	rodham
		1.5441	rodman
		2.5119	rodney
2.0			rodomont
2.0			rodomontade
		2.1903	rodriguez
		1.9685	rods
4.14	15.4	1.7243	roe
3.92		1.7559	roebuck
		0.301	roebucks
		1.2304	roemer
2.86	14.33	0.6990000000000001	roentgen
3.67			roentgenogram
		0.301	roentgenology
		0.301	roentgens
		2.1072	rog
		0.4771	rogan
2.25			rogation
2.59		3.405	roger
		0.4771	rogered
		0.6021	rogering
		2.5866	rogers
2.32	11.48	2.281	rogue
1.87			rogue state
1.77	14.92		roguery
		1.2553	rogues
2.04	12.07	0.9031	roguish
1.91		0.301	roguishly
2.04			roguishness
		1.6532	rohan
		0.301	roid
2.32	13.0	0.301	roil
		0.6021	roiling
2.2			roily
2.56	13.62	0.301	roister
		0.4771	roistered
2.73			roisterer
2.0		0.301	roistering
		0.301	rojak
		1.0	roker
		0.8451	roky
		2.444	roland
		1.1139	rolando
2.19	6.65	2.9685	role
3.44			role model
2.76		0.301	roleplaying
		2.1732	roles
4.79			rolex
4.16	4.47	3.5089	roll
3.82			roll over
3.67			roll up
3.58	11.63	0.9031	rollaway
2.77	11.37	0.301	rollback
3.64		2.6365	rolled
4.66	6.65	2.4683	roller
4.75			roller coaster
4.96			roller skates
4.78	10.8		rollerblade
		1.0	rollerblading
4.81	6.07		rollercoaster
		1.9191	rollers
4.75	6.32		rollerskate
		0.301	rollerskating
2.18	15.33	0.4771	rollick
1.93	12.07	0.7782	rollicking
1.68			rollickingly
4.04		3.0414	rolling
4.72			rolling pin
4.88	7.6		rollingpin
		0.301	rollings
2.5	12.13	0.7782	rollout
3.36	8.1	0.9031	rollover
		2.6522	rolls
3.58			rollway
		2.3201	rom
4.38	11.62	1.0792	romaine
3.33	9.52	2.7284	roman
3.55			roman catholic
4.44			roman numeral
		0.6990000000000001	romana
2.19	9.28	2.8993	romance
		1.1139	romanced
2.34	13.62	0.6021	romancer
		1.6902	romances
2.12		1.301	romancing
2.36		0.6021	romanesque
		1.6335	romanian
		0.301	romanized
		2.2625	romano
		0.301	romanos
		2.1847	romans
1.93	8.11	3.2541	romantic
		0.6021	romantical
2.14		1.7404	romantically
		0.4771	romanticise
		0.301	romanticised
1.46	13.29	1.0414	romanticism
2.54	13.17	0.4771	romanticist
2.15	13.0	1.0792	romanticize
		0.6990000000000001	romanticized
		0.4771	romanticizes
		0.6990000000000001	romanticizing
		1.1139	romantics
		2.9863	rome
		2.7033	romeo
		0.9031	romeos
		1.9731	romero
		0.301	romeros
		0.301	romic
		0.7782	romney
2.76	10.3	1.4472	romp
		0.4771	romped
3.75	13.28	0.9031	romper
		0.6021	rompers
2.96		1.301	romping
		0.301	roms
		1.7243	romulus
		2.3345	ronald
		0.4771	rond
2.08		0.9542	rondo
		0.4771	rongeur
		0.9542	ronin
		1.9345	roo
3.6	12.33	0.6021	rood
		0.301	roodles
4.79	5.0	3.2598	roof
4.9			roof rack
4.79	7.84	1.2553	roofer
		0.4771	roofers
4.66	8.37	1.1461	roofing
4.12			roofless
4.64	11.93	0.301	roofline
		1.7993	roofs
4.86	5.89	1.9138	rooftop
		1.6628	rooftops
4.2	12.31	0.301	rooftree
		0.6021	roofy
4.38	11.59	1.8573	rook
		1.0414	rooked
		1.1139	rooker
3.63	13.64	0.6990000000000001	rookery
2.83	9.39	2.4031	rookie
		1.7853	rookies
		1.6232	rooks
3.0	9.73	0.6990000000000001	rooky
		1.0792	rool
4.79	4.22	4.3506	room
4.23			room service
3.86			room temperature
2.35		1.1139	roomed
3.63	12.73	0.301	roomer
		0.8451	roomers
	13.88		roomette
3.15	8.72	1.5051	roomful
		1.6532	roomie
